symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Overlap_Ly_et_al
Sesn3,9,0.9077217272012943,5.328660092712909,3.996205520050743,1.555712601142582e-4,0.009021269957763332,0.8189227930237877,FALSE
1700017B05Rik,9,-0.7377934872970346,6.260661187276474,-4.003783243362827,1.5156402766226614e-4,0.00894428298986293,0.7963454948946316,FALSE
Mrpl18,17,-0.62204297701106,6.74055118452026,-4.016879497182633,1.4487128775154438e-4,0.008713872985005937,0.7777277941919012,FALSE
S100a6,3,0.49140579794060546,8.211709279178502,4.0581122361412145,1.25604990146461e-4,0.007847475642440828,0.7506555169649847,FALSE
Slc39a11,11,-1.0296745090862585,5.08903721795966,-3.9773296368762265,1.6600071451955954e-4,0.009346226275624503,0.7477644105700403,FALSE
Cd8a,6,0.7097628881937981,6.076994531615607,3.9831196399774274,1.6273218255441127e-4,0.009215780443607711,0.7309867911187125,FALSE
Il4i1,7,0.6405145658840183,6.565935005587914,3.9972393711686545,1.550186039163802e-4,0.009021269957763332,0.7223629837690932,FALSE
Actr2,11,0.5545158039812685,7.229334100244894,4.020337939278957,1.4315186727692722e-4,0.00866426676693602,0.7205473540631901,FALSE
Mcrs1,15,-0.8251668532874952,5.683305027144282,-3.965258198321207,1.7301917168820045e-4,0.009574386620734475,0.7162997310997392,FALSE
Morf4l2,X,-0.5759125676105361,7.111581837707786,-4.005010858009992,1.5092425353753345e-4,0.00894428298986293,0.6995075777061377,FALSE
Fam214a,9,-0.5768583860444529,7.075839856131102,-3.9922927704759767,1.5768005521840311e-4,0.009089128897232237,0.6626090291592375,FALSE
Tgfbi,13,0.6078362116578448,6.85294161351359,3.9873702974108927,1.6037208134846628e-4,0.009135548445756161,0.6577493523543669,FALSE
Cnn2,10,0.5377220374087566,7.510253183616182,4.002577505834656,1.5219493747855648e-4,0.00894428298986293,0.6331367583001555,FALSE
Prrc2a,17,0.6631718139582752,6.362172034207688,3.944731894715576,1.8561234895115282e-4,0.010047422309677522,0.5798457029095578,FALSE
Lamp1,8,0.4682860229917498,8.36521042929936,4.0021935094815575,1.5239639542827176e-4,0.00894428298986293,0.5575132020326521,FALSE
Rpl36al,12,-0.3948723940209895,9.931381261825985,-4.038645875377489,1.3437175973156617e-4,0.008235798235699284,0.5436215251872563,FALSE
