symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
Sec61b,4,-0.5313298330078471,8.279437047728504,-4.837505229211229,2.980828887859625e-4,0.017813114059325418,0.07494983749957385
Ptms,6,0.39081423167714124,6.416339836415747,4.93952770420069,2.4765973514674714e-4,0.015786539117496938,0.06876635172848466
Ergic3,2,-0.3737412527500883,6.105112158725948,-4.93292627384682,2.506371471499824e-4,0.015900610671799358,0.0639731499377234
Rrbp1,2,-0.40176537844317295,6.875786216501918,-4.923120248531657,2.551287710240764e-4,0.016033585581822943,0.06087489272113622
Prrc2a,17,0.4114264971814716,6.106147007142477,4.9241877075458955,2.5463579225871845e-4,0.016033585581822943,0.04730857796337773
Prrc1,18,-0.5256133690179139,4.489326499185069,-4.8012169655229915,3.184947577200029e-4,0.018297728870557764,0.03469409665825651
Slamf7,1,-0.46033826354101404,4.563592052690547,-4.805992935017609,3.157274317095076e-4,0.018295682449068033,0.028903260743178727
Gm21860,Y,-1.5054622699696096,0.7331587984930479,-4.518069751152551,5.369887360655713e-4,0.025310321200611753,0.0037412277526875926
Pqlc3,12,-0.45645054306907884,5.378063361928344,-4.861273864000301,2.85453394621373e-4,0.017212068200007653,-0.00548283251474313
Noct,3,0.5463869151391485,5.245492003294839,4.847993953921404,2.9243964531892923e-4,0.01755424705039994,-0.013254290422228365
Rgcc,14,-0.4703301658345458,6.570026896140138,-4.881616379267177,2.7508593426020473e-4,0.016969125880217054,-0.032783429238045336
Pcolce2,9,-1.232827403049987,1.5343597923235706,-4.474024365808807,5.829432631520809e-4,0.026570533720764483,-0.040235816730966434
Gm3435,17,1.0453136400927088,1.696592211231677,4.474237125149109,5.827117790184495e-4,0.026570533720764483,-0.05394252641226771
Tcrg-C2,13,0.42966461037977943,4.731495170055128,4.773960339694587,3.347769755374592e-4,0.018594707861180202,-0.06537256145275272
Gm10553,1,-1.3930014418205214,1.1120278869401734,-4.447579168161375,6.124681996393305e-4,0.027143616783605794,-0.0795526243591329
Nectin1,9,0.7890134120292864,2.4904270250621163,4.516169910024376,5.388915537213438e-4,0.025310885396890907,-0.08245424897686071
Ptafr,4,0.6009569415909306,3.434895985158174,4.60682607949283,4.5540850673432727e-4,0.022821558794963736,-0.10250480979506094
Tmed9,13,-0.3642364046775928,6.711207192427771,-4.833874387843841,3.000626314620915e-4,0.017851726154451363,-0.11762121843272766
Gpbp1l1,4,0.4555601443708257,4.722328431801346,4.740873717313779,3.557086899208166e-4,0.019514411980655948,-0.12519108818260083
Ino80c,18,-0.43577513076223084,4.6827020975929186,-4.7353573387939845,3.593284269459579e-4,0.019592371652069014,-0.1270628671733851
Dnajb3,1,-0.610347557054399,3.6232271177516426,-4.614136692116902,4.4928777490890184e-4,0.022609647198987066,-0.12879324032114692
Arid1b,17,0.5156996288051783,4.314015039182866,4.682490003289162,3.960177178192685e-4,0.020488622309325803,-0.15446421986352643
Plpp5,8,-0.47797096966163277,4.55985297949273,-4.698596550772779,3.844458587723365e-4,0.020421397879073402,-0.17083098409963515
Pik3cg,12,-0.5300611684786949,4.4250258363621064,-4.671852675254064,4.0385752098469867e-4,0.020712784581996845,-0.19373550249156235
Nefh,11,0.9060561129284885,2.2227220676995,4.4245421088397165,6.39445133753719e-4,0.027972590066755825,-0.20460921161861645
Pla2g2d,4,0.3667799917006578,6.275299818204745,4.785690735824647,3.2766626369997516e-4,0.01842916220961289,-0.2184227475859073
Glipr2,4,0.4497631096055059,4.69195802793258,4.684041274938706,3.9488765796775685e-4,0.020488622309325803,-0.22525000931144046
Prkaca,8,0.40439025176465915,4.946291607751256,4.707841411633718,3.7796262690005126e-4,0.02033608352263867,-0.22926808720566338
Adamts5,16,0.6561257260660995,3.414467243578173,4.533241039381115,5.220405771484722e-4,0.024692703765757773,-0.232408675749312
Grap2,15,-0.4540473374474221,4.851335667743059,-4.6895555427554285,3.908976314561608e-4,0.020488622309325803,-0.24545781499314145
Cxcl16,11,0.49024335527842755,4.796746015211842,4.6819312056472455,3.964256072101735e-4,0.020488622309325803,-0.24958414461158984
Siglech,7,1.5303241457002164,0.6835485489271047,4.3636531421829785,7.168096916610163e-4,0.028929354143615704,-0.2527279655869181
Gpr160,3,-0.7033288981373524,2.760696197921942,-4.444122851008247,6.164395265363934e-4,0.027143616783605794,-0.260772012640178
