symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Overlap_Ly_et_al
Cd7,11,0.45171724035198757,7.053561681560275,4.899719336681369,2.825290981461372e-4,0.025682487739871595,0.06004026536429752,FALSE
Txndc5,13,-0.49252374737100535,6.75689458845353,-4.909648537672118,2.7755133217313184e-4,0.025587870687365538,0.05762159663625699,FALSE
Prdx4,X,-0.5084087514982603,6.024270704283135,-4.904855779266309,2.7994257142271984e-4,0.025626573844534758,0.04968722897682731,FALSE
Rcbtb2,14,-0.5499311555849307,4.565893064037944,-4.8122214127297696,3.3062204663894534e-4,0.027908572950321127,0.04489944505149879,FALSE
Edem2,2,-0.5848828280804401,5.88425379786117,-4.890499555531124,2.8723441432793257e-4,0.02590479872131411,0.02833385421493073,FALSE
Gm5547,3,-0.5817437087255959,3.9247273826497513,-4.731082380602107,3.828416694455751e-4,0.0299792702477291,0.020977676661527944,FALSE
Hepacam2,6,-1.3505196892009717,1.684874773751523,-4.528582771796983,5.540047806843789e-4,0.03732619912977614,0.019179956655544395,FALSE
Nr2f6,8,0.5705597130271585,4.117432720895482,4.74552668863492,3.729539028384236e-4,0.029705965204197778,0.004694820200039196,FALSE
Jchain,5,-0.7815633116176013,10.492718908785694,-4.658690812128752,4.366603412706749e-4,0.03281010275247112,-0.003486047115565327,FALSE
Mns1,9,-0.4720032851253313,5.352036041086196,-4.850783986680584,0.00030845456920000766,0.02691007345658322,-0.0064463031752186595,TRUE
Selenok,14,-0.4788571062083289,6.977037022327145,-4.8662542415689245,3.000011966809469e-4,0.02652867724935802,-0.007558714608776995,FALSE
Bet1,6,-0.5558390618403868,4.624130357395466,-4.78845827709596,3.4510107810037984e-4,0.028435476045928467,-0.009361900038395987,FALSE
Siglech,7,1.671555765800491,0.6981395124294034,4.567237166429357,5.160720998370756e-4,0.036261736355579166,-0.009393169616819463,FALSE
Rdm1,11,-0.4939506939818683,4.692647859875249,-4.787614761140588,3.4562698786496634e-4,0.028435476045928467,-0.023330918581757842,FALSE
Emid1,11,-1.1533251357239853,2.364368963755042,-4.528722592386611,5.538624881585812e-4,0.03732619912977614,-0.03983446542386293,FALSE
Hist3h2a,11,-0.5166739540543004,4.502469713096412,-4.755682709341229,3.6616071734542257e-4,0.029381007189957706,-0.04779342843962375,FALSE
H13,2,-0.5314796828364701,6.887488009778581,-4.8273072454400445,3.217590800533265e-4,0.027516751852718364,-0.08471644835343817,FALSE
Ap5s1,2,-0.5498368146993045,4.026487225993555,-4.668170332912635,4.2918777151824424e-4,0.0326258002454132,-0.1163132809809504,FALSE
A430035B10Rik,6,-1.1934672735936989,2.075072135763118,-4.450850202984423,6.392768120663721e-4,0.03957123466690843,-0.14218607569277264,FALSE
Usb1,8,0.6555067221900233,3.323075499343344,4.571408527337573,5.121426172866159e-4,0.036261736355579166,-0.1459337122049318,FALSE
Srp68,11,-0.41467759066892373,5.611393368131639,-4.772032480231719,3.5549334576920436e-4,0.028702223612757066,-0.1773421831142068,FALSE
Ftl1-ps1,13,0.4954453893400874,6.035376682222326,4.774118243136419,3.541559004154332e-4,0.028702223612757066,-0.19459891754923575,FALSE
Selenos,7,-0.44621129539934845,5.559205276388859,-4.734160545049584,3.8071194506553624e-4,0.0299792702477291,-0.24388608823654767,FALSE
